TransactionID,Date,BranchCode,CustomerID,TellerID,Amount,TransactionType,Currency
CA00011997,2025-02-22,BR017,C502896,TLR-2803,1890.66,cash deposit,CAD
CA00008876,2025-02-20,BR001,C501916,TLR-1999,1132.24,cash withdrawal,CAD
CA00012236,2025-02-13,BR018,C500041,TLR-8795,853.29,cash withdrawal,CAD
CA00015673,2025-02-08,BR035,C502366,TLR-9280,519.32,cash withdrawal,CAD
CA00015927,2025-02-13,BR036,C503024,TLR-4284,1912.34,cash withdrawal,CAD
CA00013745,2025-02-01,BR026,C501346,TLR-4335,2342.7,cash deposit,CAD
CA00016253,2025-02-22,BR037,C503836,TLR-4746,266.57,cash withdrawal,CAD
CA00015165,2025-02-24,BR033,C502768,TLR-6167,2171.4,cash deposit,CAD
CA00011726,2025-02-03,BR016,C500873,TLR-8806,1271.22,cash deposit,CAD
CA00012109,2025-02-10,BR017,C503055,TLR-4264,236.18,cash withdrawal,CAD
CA00010954,2025-02-13,BR012,C500253,TLR-4912,9734.97,cash deposit,CAD
CA00014789,2025-02-28,BR031,C502293,TLR-7209,1941.15,cash withdrawal,CAD
CA00013436,2025-02-25,BR025,C500227,TLR-6386,450.01,cash deposit,CAD
CA00014172,2025-02-20,BR028,C502774,TLR-6737,1841.48,cash deposit,CAD
CA00012514,2025-02-25,BR019,C503948,TLR-6692,2427.08,cash withdrawal,CAD
CA00010984,2025-02-15,BR012,C502822,TLR-7165,861.21,cash withdrawal,CAD
CA00015318,2025-02-01,BR034,C502441,TLR-7338,742.04,cash deposit,CAD
CA00011614,2025-02-20,BR015,C502361,TLR-3568,1180.2,cash deposit,CAD
CA00010676,2025-02-06,BR010,C500902,TLR-2151,1087.63,cash deposit,CAD
CA00012859,2025-02-04,BR021,C501933,TLR-6049,2624.45,cash withdrawal,CAD
CA00012642,2025-02-19,BR020,C501763,TLR-7575,245.59,cash withdrawal,USD
CA00014894,2025-02-24,BR031,C501033,TLR-4699,1204.02,cash deposit,CAD
CA00012367,2025-02-03,BR019,C503564,TLR-4292,2236.76,cash withdrawal,CAD
CA00011081,2025-02-19,BR012,C501474,TLR-5634,3047.76,cash withdrawal,CAD
CA00012034,2025-02-18,BR017,C503687,TLR-4471,744.63,cash withdrawal,CAD
CA00011980,2025-02-09,BR017,C500735,TLR-4106,810.86,cash withdrawal,CAD
CA00012924,2025-02-24,BR021,C502825,TLR-7895,814.5,cash withdrawal,CAD
CA00013820,2025-02-24,BR026,C501453,TLR-4513,-580.62,cash withdrawal,CAD
CA00009964,2025-02-24,BR006,C503778,TLR-7399,1906.84,cash withdrawal,CAD
CA00016268,2025-02-19,BR038,C503725,TLR-7285,2043.04,cash deposit,CAD
CA00017576,2025-02-24,BR040,C501576,TLR-3097,1364.62,cash deposit,CAD
CA00010404,2025-02-28,BR008,C503836,TLR-5459,442.86,cash deposit,CAD
CA00017594,2025-02-28,BR040,C502869,TLR-5907,740.1,cash deposit,CAD
CA00012359,2025-02-06,BR019,C500173,TLR-2221,980.35,cash withdrawal,CAD
CA00013538,2025-02-05,BR025,C503358,TLR-7958,1122.28,cash deposit,CAD
CA00009957,2025-02-01,BR006,C502298,TLR-3748,445.14,cash deposit,CAD
CA00016441,2025-02-17,BR038,C503054,TLR-2984,4677.75,cash deposit,CAD
CA00017144,2025-02-20,BR040,C502075,TLR-1851,1409.21,cash withdrawal,CAD
CA00009188,2025-02-05,BR003,C503435,TLR-8503,271.22,cash deposit,CAD
CA00017068,2025-02-03,BR040,C503514,TLR-5323,1486.37,cash withdrawal,CAD
CA00008976,2025-02-14,BR001,C500069,TLR-4586,1490.79,cash withdrawal,CAD
CA00014751,2025-02-09,BR031,C502073,TLR-9190,2438.16,cash withdrawal,CAD
CA00014965,2025-02-05,BR031,C501656,TLR-1046,559.17,cash withdrawal,CAD
CA00011853,2025-02-06,BR016,C500048,TLR-5806,1152.57,cash withdrawal,CAD
CA00014266,2025-02-20,BR029,C500763,TLR-9021,635.61,cash deposit,CAD
CA00014764,2025-02-12,BR031,C502917,TLR-9983,2934.69,cash withdrawal,CAD
CA00014297,2025-02-21,BR029,C500075,TLR-8674,655.61,cash deposit,CAD
CA00016644,2025-02-05,BR039,C501776,TLR-7588,1216.45,cash deposit,CAD
CA00015030,2025-02-10,BR032,C501425,TLR-9504,1105.72,cash withdrawal,CAD
CA00011719,2025-02-25,BR016,C503718,TLR-8103,300.94,cash withdrawal,CAD
CA00016792,2025-02-20,BR040,C501715,TLR-7516,499.87,cash deposit,CAD
CA00013136,2025-02-16,BR023,C500357,TLR-1726,617.81,cash deposit,CAD
CA00013479,2025-02-02,BR025,C501438,TLR-3727,-619.09,cash withdrawal,CAD
CA00010974,2025-02-20,BR012,C502968,TLR-2560,939.9,cash withdrawal,CAD
CA00011276,2025-02-26,BR014,C500804,TLR-3942,703.31,cash deposit,CAD
CA00012838,2025-02-04,BR021,C502675,TLR-4242,384.22,cash withdrawal,CAD
CA00016189,2025-02-28,BR037,C503266,TLR-5053,700.79,cash deposit,CAD
CA00016192,2025-02-14,BR037,C501081,TLR-4476,1048.48,cash withdrawal,CAD
CA00013034,2025-02-23,BR022,C500781,TLR-5980,424.77,cash deposit,CAD
CA00012041,2025-02-10,BR017,C502675,TLR-6864,1125.57,cash deposit,CAD
CA00015233,2025-02-01,BR033,C501196,TLR-8670,632.35,cash deposit,CAD
CA00013958,2025-02-03,BR027,C501310,TLR-6045,3316.22,cash deposit,CAD
CA00014523,2025-02-21,BR030,C503456,TLR-3878,1020.4,cash deposit,CAD
CA00013369,2025-02-21,BR024,C501066,TLR-6891,515.01,cash withdrawal,CAD
CA00009986,2025-02-07,BR006,C501650,TLR-7922,1722.17,cash withdrawal,CAD
CA00015978,2025-02-03,BR037,C502090,TLR-1634,718.9,cash withdrawal,CAD
CA00017462,2025-02-27,BR040,C502103,TLR-2725,681.31,cash withdrawal,CAD
CA00009663,2025-02-18,BR004,C500997,TLR-4645,464.9,cash withdrawal,CAD
CA00017312,2025-02-02,BR040,C501977,TLR-6869,585.88,cash withdrawal,CAD
CA00013202,2025-02-09,BR024,C500103,TLR-3956,575.79,cash withdrawal,CAD
CA00010700,2025-02-03,BR010,C503677,TLR-7077,656.27,cash deposit,CAD
CA00013262,2025-02-08,BR024,C503199,TLR-4107,1245.73,cash deposit,CAD
CA00010792,2025-02-27,BR010,C502462,TLR-2844,416.75,cash withdrawal,CAD
CA00009681,2025-02-25,BR004,C500146,TLR-5083,1080.23,cash deposit,CAD
CA00010959,2025-02-24,BR012,C503099,TLR-4971,540.83,cash withdrawal,CAD
CA00013960,2025-02-26,BR027,C503958,TLR-7668,828.54,cash deposit,CAD
CA00010072,2025-02-28,BR007,C502574,TLR-2589,142.62,cash withdrawal,CAD
CA00009669,2025-02-12,BR004,C501567,TLR-9432,910.02,cash withdrawal,CAD
CA00010840,2025-02-17,BR010,C502675,TLR-2726,1498.54,cash deposit,CAD
CA00008996,2025-02-19,BR001,C503392,TLR-4199,2490.72,cash withdrawal,CAD
CA00014050,2025-02-09,BR027,C501111,TLR-2940,743.6,cash withdrawal,CAD
CA00012946,2025-02-01,BR021,C501806,TLR-7068,1170.85,cash withdrawal,CAD
CA00010000,2025-02-21,BR006,C500345,TLR-6262,1136.61,cash withdrawal,CAD
CA00009392,2025-02-17,BR003,C502912,TLR-6067,613.1,cash withdrawal,CAD
CA00013659,2025-02-16,BR025,C501223,TLR-1841,-1874.24,cash withdrawal,CAD
CA00013310,2025-02-13,BR024,C502648,TLR-6649,3122.19,cash withdrawal,CAD
CA00014513,2025-02-24,BR030,C500762,TLR-6565,580.49,cash deposit,CAD
CA00012020,2025-02-28,BR017,C502157,TLR-5468,345.3,cash withdrawal,CAD
CA00011475,2025-02-11,BR015,C503515,TLR-1930,1223.28,cash withdrawal,CAD
CA00016251,2025-02-17,BR037,C500696,TLR-7417,2048.85,cash withdrawal,CAD
CA00016121,2025-02-25,BR037,C503236,TLR-8336,764.28,cash withdrawal,CAD
CA00014388,2025-02-27,BR029,C503111,TLR-2153,1798.39,cash deposit,CAD
CA00015388,2025-02-16,BR034,C500147,TLR-3841,1420.53,cash deposit,CAD
CA00012778,2025-02-20,BR021,C500496,TLR-4583,806.23,cash withdrawal,CAD
CA00010327,2025-02-19,BR008,C501160,TLR-2268,1005.44,cash deposit,CAD
CA00010037,2025-02-15,BR006,C503791,TLR-1469,1209.76,cash deposit,CAD
CA00017130,2025-02-11,BR040,C503849,TLR-3056,1093.99,cash deposit,CAD
CA00010649,2025-02-10,BR010,C502908,TLR-7910,799.34,cash deposit,CAD
CA00017480,2025-02-20,BR040,C500045,TLR-8198,2033.98,cash deposit,CAD
CA00016535,2025-02-23,BR039,C501477,TLR-4610,678.02,cash withdrawal,CAD
CA00017410,2025-02-10,BR040,C503188,TLR-6438,1206.84,cash deposit,CAD
CA00016128,2025-02-25,BR037,C500722,TLR-6060,864.02,cash deposit,CAD
CA00016405,2025-02-20,BR038,C503353,TLR-7959,246.77,cash deposit,CAD
CA00009921,2025-02-01,BR006,C502446,TLR-4006,436.1,cash deposit,CAD
CA00017456,2025-02-25,BR040,C501351,TLR-5775,2014.54,cash deposit,CAD
CA00014145,2025-02-01,BR028,C502237,TLR-7073,979.41,cash deposit,CAD
CA00016276,2025-02-11,BR038,C501325,TLR-6008,1882.59,cash deposit,CAD
CA00017058,2025-02-05,BR040,C502328,TLR-7962,707.53,cash deposit,CAD
CA00016437,2025-02-23,BR038,C502566,TLR-3969,1332.66,cash deposit,CAD
CA00015137,2025-02-12,BR033,C500745,TLR-9640,1179.8,cash withdrawal,CAD
CA00010558,2025-02-12,BR009,C502382,TLR-9552,1157.98,cash withdrawal,CAD
CA00017151,2025-02-25,BR040,C502434,TLR-9782,1125.24,cash withdrawal,CAD
CA00013997,2025-02-08,BR027,C502329,TLR-5948,271.94,cash deposit,CAD
CA00014684,2025-02-12,BR030,C503474,TLR-2857,997.2,cash withdrawal,CAD
CA00010350,2025-02-26,BR008,C502286,TLR-7761,846.36,cash deposit,CAD
CA00011629,2025-02-11,BR015,C502274,TLR-1000,1131.54,cash deposit,CAD
CA00011599,2025-02-13,BR015,C501694,TLR-3168,404.76,cash withdrawal,CAD
CA00012931,2025-02-27,BR021,C502679,TLR-9600,590.98,cash withdrawal,CAD
CA00012142,2025-02-20,BR017,C503528,TLR-7095,832.53,cash withdrawal,CAD
CA00014442,2025-02-07,BR030,C501798,TLR-5531,1310.35,cash withdrawal,CAD
CA00012044,2025-02-20,BR017,C503603,TLR-2652,357.86,cash withdrawal,CAD
CA00013099,2025-02-17,BR023,C502651,TLR-6963,1418.97,cash deposit,CAD
CA00015960,2025-02-25,BR036,C502997,TLR-5392,1518.4,cash withdrawal,CAD
CA00017045,2025-02-25,BR040,C500620,TLR-4527,3472.21,cash deposit,CAD
CA00011020,2025-02-20,BR012,C502174,TLR-8212,934.47,cash deposit,CAD
CA00010646,2025-02-10,BR010,C500461,TLR-6066,439.43,cash withdrawal,CAD
CA00013555,2025-02-23,BR025,C500734,TLR-2509,279.32,cash deposit,CAD
CA00016997,2025-02-11,BR040,C500665,TLR-9568,827.91,cash withdrawal,CAD
CA00014842,2025-02-25,BR031,C500431,TLR-4815,675.4,cash withdrawal,CAD
CA00014323,2025-02-22,BR029,C502645,TLR-4718,1510.22,cash withdrawal,CAD
CA00016959,2025-02-22,BR040,C500272,TLR-3830,7482.59,cash withdrawal,CAD
CA00017087,2025-02-24,BR040,C503220,TLR-1753,269.29,cash deposit,CAD
CA00009818,2025-02-07,BR006,C501819,TLR-4821,2472.76,cash deposit,CAD
CA00013347,2025-02-21,BR024,C500935,TLR-2748,6527.27,cash deposit,CAD
CA00016369,2025-02-10,BR038,C501174,TLR-1443,18164.56,cash withdrawal,CAD
CA00016862,2025-02-09,BR040,C502277,TLR-2422,453.0,cash deposit,CAD
CA00013181,2025-02-27,BR024,C500453,TLR-8554,924.92,cash deposit,CAD
CA00010944,2025-02-13,BR012,C501847,TLR-9614,1446.61,cash deposit,CAD
CA00017379,2025-02-23,BR040,C500548,TLR-4150,1841.31,cash deposit,CAD
CA00012001,2025-02-10,BR017,C500290,TLR-5320,1831.21,cash deposit,CAD
CA00016511,2025-02-27,BR039,C502001,TLR-5430,264.97,cash withdrawal,CAD
CA00016464,2025-02-03,BR039,C503146,TLR-4374,2152.7,cash withdrawal,CAD
CA00014654,2025-02-26,BR030,C500528,TLR-2508,783.6,cash deposit,CAD
CA00014726,2025-02-15,BR031,C500348,TLR-4698,802.41,cash withdrawal,CAD
CA00011927,2025-02-12,BR016,C500341,TLR-3055,463.52,cash deposit,CAD
CA00010769,2025-02-03,BR010,C500949,TLR-9272,1276.98,cash deposit,CAD
CA00016550,2025-02-22,BR039,C502342,TLR-4241,558.06,cash withdrawal,CAD
CA00010774,2025-02-18,BR010,C502214,TLR-9695,864.81,cash deposit,CAD
CA00015692,2025-02-05,BR035,C501280,TLR-9847,3278.88,cash deposit,CAD
CA00012464,2025-02-11,BR019,C500710,TLR-3505,528.72,cash withdrawal,CAD
CA00010692,2025-02-06,BR010,C503683,TLR-7467,708.64,cash withdrawal,CAD
CA00013103,2025-02-20,BR023,C503066,TLR-8519,422.48,cash withdrawal,CAD
CA00010849,2025-02-16,BR011,C500962,TLR-2627,411.53,cash deposit,CAD
CA00016512,2025-02-24,BR039,C503669,TLR-6572,678.21,cash withdrawal,CAD
CA00015257,2025-02-11,BR033,C503457,TLR-6803,171.32,cash deposit,CAD
CA00016087,2025-02-27,BR037,C503531,TLR-4389,678.16,cash deposit,CAD
CA00010099,2025-02-14,BR007,C500574,TLR-3844,583.23,cash deposit,CAD
CA00013341,2025-02-17,BR024,C501088,TLR-3574,1559.42,cash deposit,CAD
CA00015577,2025-02-08,BR035,C502013,TLR-7238,744.98,cash deposit,CAD
CA00014140,2025-02-17,BR028,C502888,TLR-2690,883.08,cash withdrawal,CAD
CA00015560,2025-02-17,BR035,C500450,TLR-6644,5430.22,cash withdrawal,CAD
CA00013248,2025-02-28,BR024,C501181,TLR-5132,545.08,cash deposit,CAD
CA00012273,2025-02-22,BR018,C503302,TLR-4859,1202.92,cash deposit,CAD
CA00013487,2025-02-21,BR025,C500989,TLR-6862,505.32,cash deposit,CAD
CA00014231,2025-02-14,BR028,C501074,TLR-5017,130.61,cash deposit,CAD
CA00013107,2025-02-03,BR023,C501844,TLR-9260,650.84,cash deposit,CAD
CA00013441,2025-02-12,BR025,C500689,TLR-7999,-387.06,cash withdrawal,CAD
CA00016943,2025-02-12,BR040,C500827,TLR-8951,1249.14,cash deposit,CAD
CA00009066,2025-02-08,BR002,C500731,TLR-4676,1679.22,cash deposit,CAD
CA00012880,2025-02-06,BR021,C502466,TLR-5628,2603.49,cash deposit,CAD
CA00014259,2025-02-05,BR029,C502861,TLR-1070,457.24,cash deposit,CAD
CA00017453,2025-02-09,BR040,C500694,TLR-2813,1616.39,cash withdrawal,CAD
CA00013358,2025-02-28,BR024,C503092,TLR-2585,429.9,cash withdrawal,CAD
CA00008705,2025-02-21,BR001,C501991,TLR-4197,979.51,cash withdrawal,CAD
CA00014720,2025-02-04,BR031,C502022,TLR-9401,2759.79,cash deposit,CAD
CA00012970,2025-02-10,BR022,C501851,TLR-2317,2009.81,cash deposit,CAD
CA00009488,2025-02-02,BR004,C500888,TLR-2954,609.58,cash deposit,CAD
CA00015258,2025-02-26,BR033,C502064,TLR-7271,513.63,cash withdrawal,CAD
CA00011080,2025-02-04,BR012,C501602,TLR-7691,2378.12,cash deposit,CAD
CA00011236,2025-02-08,BR014,C503132,TLR-6367,1545.31,cash deposit,CAD
CA00014383,2025-02-09,BR029,C503356,TLR-7037,586.27,cash deposit,CAD
CA00016410,2025-02-04,BR038,C503370,TLR-1339,457.47,cash withdrawal,CAD
CA00012238,2025-02-16,BR018,C502018,TLR-3017,926.68,cash deposit,CAD
CA00010964,2025-02-09,BR012,C501869,TLR-5423,111.61,cash withdrawal,CAD
CA00017444,2025-02-21,BR040,C500812,TLR-7744,548.31,cash withdrawal,CAD
CA00013168,2025-02-25,BR024,C501321,TLR-4494,468.67,cash withdrawal,CAD
CA00012645,2025-02-04,BR020,C503245,TLR-5106,915.14,cash deposit,USD
CA00011131,2025-02-08,BR012,C501413,TLR-3616,647.64,cash deposit,CAD
CA00013636,2025-02-14,BR025,C500740,TLR-4354,838.84,cash deposit,CAD
CA00015771,2025-02-15,BR036,C501626,TLR-3501,664.86,cash deposit,CAD
CA00010903,2025-02-21,BR011,C502569,TLR-8886,1161.19,cash withdrawal,CAD
CA00015413,2025-02-21,BR034,C502247,TLR-1600,503.85,cash deposit,CAD
CA00017644,2025-02-03,BR040,C502955,TLR-9190,1053.62,cash withdrawal,CAD
CA00015633,2025-02-03,BR035,C501109,TLR-3877,1399.38,cash deposit,CAD
CA00010270,2025-02-05,BR007,C503388,TLR-1062,326.98,cash deposit,CAD
CA00010042,2025-02-20,BR006,C500058,TLR-2303,1380.65,cash deposit,CAD
CA00016008,2025-02-09,BR037,C502855,TLR-4309,454.45,cash deposit,CAD
CA00012706,2025-02-12,BR020,C501860,TLR-4364,1973.06,cash withdrawal,USD
CA00015946,2025-02-05,BR036,C502909,TLR-4299,707.86,cash deposit,CAD
CA00017385,2025-02-10,BR040,C502618,TLR-4929,481.89,cash withdrawal,CAD
CA00016046,2025-02-23,BR037,C502612,TLR-1040,472.64,cash deposit,CAD
CA00009303,2025-02-26,BR003,C503468,TLR-2590,2953.53,cash withdrawal,CAD
CA00017635,2025-02-05,BR040,C501219,TLR-6787,2283.55,cash withdrawal,CAD
CA00014991,2025-02-28,BR032,C500175,TLR-1295,1143.56,cash withdrawal,CAD
CA00010925,2025-02-15,BR012,C501961,TLR-5747,558.1,cash deposit,CAD
CA00012893,2025-02-27,BR021,C503210,TLR-1530,1113.92,cash deposit,CAD
CA00016749,2025-02-06,BR040,C500386,TLR-6215,447.28,cash withdrawal,CAD
CA00013335,2025-02-20,BR024,C502905,TLR-9452,4421.14,cash deposit,CAD
CA00015931,2025-02-01,BR036,C502337,TLR-2660,938.52,cash deposit,CAD
CA00012386,2025-02-04,BR019,C502435,TLR-7617,1800.39,cash withdrawal,CAD
CA00011425,2025-02-08,BR014,C501827,TLR-5422,974.16,cash deposit,CAD
CA00016688,2025-02-23,BR040,C503690,TLR-8391,1028.94,cash withdrawal,CAD
CA00011498,2025-02-02,BR015,C502835,TLR-3936,660.93,cash deposit,CAD
CA00012856,2025-02-18,BR021,C503088,TLR-5445,1249.43,cash withdrawal,CAD
CA00015305,2025-02-05,BR034,C503877,TLR-6838,2169.87,cash withdrawal,CAD
CA00012478,2025-02-22,BR019,C500237,TLR-8381,850.53,cash deposit,CAD
CA00010342,2025-02-16,BR008,C500543,TLR-4836,3374.27,cash withdrawal,CAD
CA00017249,2025-02-19,BR040,C501145,TLR-6911,1385.58,cash deposit,CAD
CA00010313,2025-02-01,BR008,C500956,TLR-9076,765.14,cash withdrawal,CAD
CA00012944,2025-02-23,BR021,C501015,TLR-1390,541.16,cash withdrawal,CAD
CA00015403,2025-02-28,BR034,C502861,TLR-2913,4507.79,cash deposit,CAD
CA00012913,2025-02-09,BR021,C501362,TLR-5716,995.13,cash withdrawal,CAD
CA00013174,2025-02-25,BR024,C500600,TLR-1378,1311.88,cash withdrawal,CAD
CA00011990,2025-02-24,BR017,C503316,TLR-9034,1395.11,cash deposit,CAD
CA00013600,2025-02-06,BR025,C500220,TLR-5462,1343.98,cash deposit,CAD
CA00012585,2025-02-08,BR019,C501252,TLR-9051,1331.81,cash deposit,CAD
CA00012731,2025-02-17,BR020,C501393,TLR-5751,430.97,cash deposit,USD
CA00017125,2025-02-23,BR040,C502157,TLR-4881,418.29,cash withdrawal,CAD
CA00012916,2025-02-22,BR021,C500599,TLR-8104,1111.59,cash withdrawal,CAD
CA00016967,2025-02-14,BR040,C501167,TLR-7712,2413.1,cash withdrawal,CAD
CA00012680,2025-02-01,BR020,C501521,TLR-5345,274.74,cash withdrawal,USD
CA00009773,2025-02-14,BR006,C500414,TLR-4469,528.5,cash withdrawal,CAD
CA00016743,2025-02-14,BR040,C500104,TLR-4852,1480.47,cash deposit,CAD
CA00014501,2025-02-26,BR030,C501610,TLR-2491,422.4,cash deposit,CAD
CA00014398,2025-02-11,BR030,C503100,TLR-2598,972.29,cash deposit,CAD
CA00012658,2025-02-22,BR020,C501615,TLR-7831,2271.58,cash withdrawal,USD
CA00009526,2025-02-22,BR004,C502073,TLR-2952,2411.47,cash withdrawal,CAD
CA00015778,2025-02-10,BR036,C501720,TLR-6328,283.62,cash withdrawal,CAD
CA00015578,2025-02-14,BR035,C503380,TLR-1540,280.71,cash withdrawal,CAD
CA00016491,2025-02-16,BR039,C501606,TLR-2099,4445.54,cash deposit,CAD
CA00016218,2025-02-12,BR037,C501152,TLR-4690,1207.74,cash deposit,CAD
CA00009150,2025-02-12,BR002,C503738,TLR-2789,3241.14,cash deposit,CAD
CA00009359,2025-02-04,BR003,C503578,TLR-3364,946.68,cash withdrawal,CAD
CA00013606,2025-02-07,BR025,C501876,TLR-8502,-570.02,cash withdrawal,CAD
CA00014466,2025-02-01,BR030,C500368,TLR-1101,1163.93,cash deposit,CAD
CA00013405,2025-02-18,BR024,C501006,TLR-9440,2589.81,cash deposit,CAD
CA00010515,2025-02-03,BR008,C501281,TLR-3274,1223.14,cash deposit,CAD
CA00017376,2025-02-06,BR040,C502230,TLR-9165,272.49,cash withdrawal,CAD
CA00017225,2025-02-16,BR040,C503261,TLR-6827,882.99,cash deposit,CAD
CA00015513,2025-02-12,BR035,C500617,TLR-5163,1245.61,cash deposit,CAD
CA00014853,2025-02-10,BR031,C502852,TLR-1034,469.94,cash withdrawal,CAD
CA00010584,2025-02-23,BR009,C503675,TLR-3151,672.39,cash deposit,CAD
CA00009517,2025-02-10,BR004,C501154,TLR-7475,664.61,cash deposit,CAD
CA00009313,2025-02-15,BR003,C502329,TLR-5061,1919.56,cash deposit,CAD
CA00016311,2025-02-04,BR038,C500299,TLR-9421,303.4,cash withdrawal,CAD
CA00009045,2025-02-26,BR002,C503771,TLR-3017,1467.36,cash deposit,CAD
CA00015505,2025-02-06,BR035,C500876,TLR-1725,293.92,cash deposit,CAD
CA00012504,2025-02-04,BR019,C501169,TLR-1505,327.09,cash deposit,CAD
CA00011160,2025-02-25,BR013,C500376,TLR-4510,1613.01,cash deposit,CAD
CA00013529,2025-02-20,BR025,C500005,TLR-4160,-2611.32,cash withdrawal,CAD
CA00009855,2025-02-12,BR006,C500085,TLR-1183,833.85,cash deposit,CAD
CA00014044,2025-02-15,BR027,C503964,TLR-6226,743.07,cash withdrawal,CAD
CA00013313,2025-02-21,BR024,C501578,TLR-3787,965.35,cash deposit,CAD
CA00013715,2025-02-10,BR026,C500272,TLR-1481,-2801.93,cash withdrawal,CAD
CA00013971,2025-02-10,BR027,C503350,TLR-7354,668.06,cash deposit,CAD
CA00015302,2025-02-03,BR034,C503934,TLR-5139,1706.12,cash deposit,CAD
CA00015400,2025-02-07,BR034,C500951,TLR-7889,1072.73,cash withdrawal,CAD
CA00015650,2025-02-23,BR035,C500300,TLR-7981,2815.48,cash deposit,CAD
CA00016342,2025-02-12,BR038,C502685,TLR-6028,1831.56,cash deposit,CAD
CA00014031,2025-02-20,BR027,C500323,TLR-8830,1293.17,cash withdrawal,CAD
CA00015819,2025-02-15,BR036,C500981,TLR-7666,1177.08,cash deposit,CAD
CA00010054,2025-02-19,BR006,C500332,TLR-7217,2112.23,cash deposit,CAD
CA00015339,2025-02-10,BR034,C501463,TLR-1963,992.99,cash deposit,CAD
CA00016106,2025-02-15,BR037,C503407,TLR-7668,335.58,cash deposit,CAD
CA00008968,2025-02-21,BR001,C501472,TLR-4885,2345.58,cash deposit,CAD
CA00009884,2025-02-26,BR006,C502394,TLR-6065,3149.45,cash withdrawal,CAD
CA00012454,2025-02-06,BR019,C500866,TLR-1809,390.92,cash deposit,CAD
CA00011511,2025-02-07,BR015,C503830,TLR-7349,494.39,cash withdrawal,CAD
CA00012627,2025-02-03,BR020,C503461,TLR-7323,290.59,cash withdrawal,USD
CA00014448,2025-02-25,BR030,C500943,TLR-2804,1049.32,cash deposit,CAD
CA00010367,2025-02-21,BR008,C502687,TLR-7413,257.27,cash withdrawal,CAD
CA00011303,2025-02-11,BR014,C503334,TLR-3405,829.29,cash deposit,CAD
CA00014675,2025-02-03,BR030,C503854,TLR-4593,630.53,cash withdrawal,CAD
CA00015876,2025-02-06,BR036,C502040,TLR-7817,692.36,cash withdrawal,CAD
CA00013046,2025-02-25,BR023,C501875,TLR-8117,922.73,cash withdrawal,CAD
CA00017122,2025-02-17,BR040,C501195,TLR-6730,787.38,cash withdrawal,CAD
CA00014848,2025-02-25,BR031,C502761,TLR-5751,1393.43,cash withdrawal,CAD
CA00009106,2025-02-20,BR002,C500762,TLR-6566,2284.72,cash deposit,CAD
CA00011515,2025-02-27,BR015,C503486,TLR-3573,460.74,cash deposit,CAD
CA00011231,2025-02-03,BR014,C501882,TLR-9042,892.04,cash withdrawal,CAD
CA00016975,2025-02-21,BR040,C503036,TLR-5364,2116.27,cash deposit,CAD
CA00017382,2025-02-03,BR040,C502411,TLR-5588,1511.22,cash withdrawal,CAD
CA00012085,2025-02-28,BR017,C500177,TLR-2379,1434.26,cash withdrawal,CAD
CA00010848,2025-02-12,BR011,C500215,TLR-4492,1173.04,cash deposit,CAD
CA00010150,2025-02-01,BR007,C501338,TLR-9545,2885.81,cash deposit,CAD
CA00017007,2025-02-08,BR040,C503261,TLR-5552,390.35,cash withdrawal,CAD
CA00008793,2025-02-04,BR001,C501171,TLR-2384,379.21,cash deposit,CAD
CA00011624,2025-02-28,BR015,C500318,TLR-9332,1289.28,cash deposit,CAD
CA00009916,2025-02-22,BR006,C500100,TLR-8609,1100.87,cash withdrawal,CAD
CA00012378,2025-02-10,BR019,C502552,TLR-3757,1887.39,cash withdrawal,CAD
CA00011771,2025-02-21,BR016,C500019,TLR-8831,424.84,cash deposit,CAD
CA00009565,2025-02-18,BR004,C502494,TLR-7459,1063.19,cash deposit,CAD
CA00014709,2025-02-28,BR030,C502875,TLR-3849,1266.75,cash withdrawal,CAD
CA00009600,2025-02-15,BR004,C502351,TLR-7114,7946.25,cash withdrawal,CAD
CA00016438,2025-02-10,BR038,C501371,TLR-3143,1517.31,cash withdrawal,CAD
CA00009442,2025-02-03,BR004,C501741,TLR-8347,2627.44,cash deposit,CAD
CA00013613,2025-02-19,BR025,C501412,TLR-5580,-926.26,cash withdrawal,CAD
CA00016540,2025-02-05,BR039,C502238,TLR-5642,421.98,cash deposit,CAD
CA00009224,2025-02-03,BR003,C502209,TLR-6207,3583.37,cash withdrawal,CAD
CA00014809,2025-02-05,BR031,C502975,TLR-2341,1379.89,cash deposit,CAD
CA00009173,2025-02-23,BR002,C501164,TLR-8020,-384.61,cash withdrawal,CAD
CA00012245,2025-02-05,BR018,C501614,TLR-5537,902.18,cash deposit,CAD
CA00015225,2025-02-13,BR033,C503431,TLR-6485,380.91,cash withdrawal,CAD
CA00011756,2025-02-18,BR016,C503136,TLR-4270,720.22,cash withdrawal,CAD
CA00016552,2025-02-22,BR039,C500057,TLR-4583,2675.27,cash deposit,CAD
CA00012568,2025-02-18,BR019,C500249,TLR-9262,1879.0,cash deposit,CAD
CA00017447,2025-02-11,BR040,C502274,TLR-3730,1414.76,cash withdrawal,CAD
CA00017647,2025-02-07,BR040,C503856,TLR-5377,898.75,cash withdrawal,CAD
CA00009201,2025-02-02,BR003,C503600,TLR-2498,601.09,cash withdrawal,CAD
CA00010256,2025-02-16,BR007,C501648,TLR-1396,480.05,cash deposit,CAD
CA00009321,2025-02-14,BR003,C503431,TLR-8879,1772.79,cash deposit,CAD
